Date,Machine_ID,Machine_Name,Shift,Units_Produced,Downtime_Minutes,Scrap_Units,Defect_Percentage,Machine_Utilization (%),Bottleneck_Reason,Delay_Cause,Planned_Production,Actual_Production,Energy_Consumption (kWh),Operator_Name
2025-03-01,M005,Machine_M005,Swing,430,108,17,0.93,62.38,Operator Error,Power Issue,570,430,1128,Nicole Meza
2023-06-21,M001,Machine_M001,Swing,907,14,9,3.56,88.1,Tooling Issue,Maintenance Delay,999,907,1594,Dr. Travis Parker
2023-07-25,M003,Machine_M003,Night,806,64,21,0.8,69.44,Material Shortage,Setup Delay,910,806,1075,Gary Williams
2022-05-16,M001,Machine_M001,Swing,275,93,9,1.5,79.24,None,Power Issue,361,275,1385,Justin Nguyen
2025-04-03,M001,Machine_M001,Swing,652,83,18,3.62,71.03,None,Maintenance Delay,764,652,1004,Richard Watts
2022-10-27,M004,Machine_M004,Swing,999,91,20,0.56,79.36,None,Maintenance Delay,1086,999,1752,Catherine Mills
2022-07-21,M005,Machine_M005,Night,906,116,12,3.42,84.16,Operator Error,Setup Delay,1037,906,1402,Paul Miranda
2025-01-21,M002,Machine_M002,Swing,154,70,0,1.47,81.52,Operator Error,Maintenance Delay,287,154,1068,Charlotte Poole
2024-02-17,M004,Machine_M004,Swing,208,43,8,1.88,90.64,Material Shortage,None,308,208,1079,Lori Chapman
2024-04-10,M003,Machine_M003,Swing,816,43,4,1.55,64.08,Operator Error,None,945,816,1934,Gloria Beck
2023-11-12,M003,Machine_M003,Swing,641,114,13,4.88,66.85,Tooling Issue,Power Issue,707,641,1075,Cheyenne Perez
2023-02-21,M002,Machine_M002,Day,556,26,0,0.59,89.72,Tooling Issue,Power Issue,664,556,1797,Matthew Morris
2022-06-13,M005,Machine_M005,Swing,559,65,2,3.61,64.09,Tooling Issue,Maintenance Delay,700,559,1217,Kristin Schmidt
2023-10-21,M001,Machine_M001,Night,821,114,16,1.83,79.05,Tooling Issue,Power Issue,915,821,1448,Samantha Jensen
2024-09-28,M004,Machine_M004,Day,291,76,8,4.78,76.45,Material Shortage,Setup Delay,358,291,1989,Steven Charles
2023-09-05,M005,Machine_M005,Night,912,89,16,1.9,91.14,None,Setup Delay,1030,912,1595,Carrie Allen
2022-10-17,M001,Machine_M001,Night,235,46,1,2.54,63.55,None,Power Issue,308,235,1746,Steven White
2023-05-22,M001,Machine_M001,Night,442,98,1,2.97,65.32,Material Shortage,Maintenance Delay,566,442,1868,Fred Williams
2024-02-06,M001,Machine_M001,Night,905,113,38,0.95,63.8,None,Power Issue,1004,905,1598,Mary Davis
2024-10-08,M005,Machine_M005,Day,649,1,5,3.87,71.47,Material Shortage,None,782,649,1497,Megan Moore
2024-05-07,M003,Machine_M003,Night,744,111,35,2.73,90.26,None,None,837,744,1079,Caroline Sanford
2023-03-28,M005,Machine_M005,Day,352,66,4,1.25,88.33,Tooling Issue,Power Issue,466,352,1693,Frederick Lopez
2025-03-14,M005,Machine_M005,Night,326,0,8,0.53,72.14,Material Shortage,Setup Delay,470,326,1281,Matthew Miller
2023-06-17,M005,Machine_M005,Day,319,63,15,3.47,83.06,Material Shortage,Power Issue,398,319,1215,Steven Contreras
2023-12-19,M004,Machine_M004,Day,484,23,0,1.36,89.56,Tooling Issue,Setup Delay,608,484,1366,Jeffrey Todd
2023-08-09,M002,Machine_M002,Swing,131,92,2,2.59,78.62,None,Setup Delay,217,131,1073,Jamie Brown
2023-11-15,M005,Machine_M005,Day,873,34,25,2.33,83.39,Material Shortage,Maintenance Delay,1009,873,1086,Pamela Knight
2023-02-07,M003,Machine_M003,Swing,353,71,13,3.92,74.24,Material Shortage,Setup Delay,430,353,1281,Hannah Wilcox
2023-11-11,M003,Machine_M003,Swing,114,95,5,2.57,76.11,None,Power Issue,234,114,1678,Pamela Murphy
2024-09-27,M004,Machine_M004,Swing,414,101,14,3.81,80.55,Operator Error,Maintenance Delay,489,414,1988,Kim Oliver
2023-05-30,M003,Machine_M003,Day,573,22,11,2.51,89.52,None,None,657,573,1371,Jessica Jones
2024-03-25,M005,Machine_M005,Day,846,16,28,2.7,65.93,Operator Error,Setup Delay,924,846,1386,Mary Mcclure
2022-10-24,M001,Machine_M001,Day,191,12,1,3.42,75.84,Operator Error,Power Issue,289,191,1056,Stephen Ward
2024-05-25,M004,Machine_M004,Day,261,24,5,1.13,72.52,Operator Error,Maintenance Delay,368,261,1452,Kevin Anderson
2022-06-14,M002,Machine_M002,Night,789,79,22,4.6,94.07,None,Maintenance Delay,900,789,1382,Kenneth Taylor
2024-07-06,M005,Machine_M005,Day,665,12,1,4.84,84.24,Material Shortage,Maintenance Delay,791,665,1519,Carly Riley
2022-07-04,M002,Machine_M002,Swing,999,20,10,2.05,92.26,Tooling Issue,Maintenance Delay,1145,999,1160,Vickie Fischer
2023-11-30,M005,Machine_M005,Night,835,86,12,0.71,93.89,Operator Error,None,908,835,1286,Christian Mckinney
2023-05-06,M004,Machine_M004,Day,775,30,30,1.08,71.47,Tooling Issue,Setup Delay,858,775,1078,Elizabeth Edwards
2025-04-22,M003,Machine_M003,Swing,301,84,12,4.01,71.02,Tooling Issue,Maintenance Delay,445,301,1466,Jose Larson
2023-01-19,M005,Machine_M005,Day,897,8,27,1.23,92.99,Operator Error,None,1000,897,1911,Michael Tucker
2023-08-18,M001,Machine_M001,Night,175,14,4,4.44,90.72,Material Shortage,None,234,175,1221,Danielle Lamb
2022-06-25,M004,Machine_M004,Night,711,11,24,3.16,78.73,Tooling Issue,Setup Delay,816,711,1143,Richard Wyatt
2024-12-10,M003,Machine_M003,Day,956,98,20,4.48,72.78,Material Shortage,Setup Delay,1056,956,1498,Regina Garza
2025-01-27,M005,Machine_M005,Day,263,52,7,5.0,64.39,Material Shortage,Setup Delay,343,263,1581,Melissa Thompson
2024-08-06,M005,Machine_M005,Night,192,104,7,4.13,82.99,Tooling Issue,Setup Delay,337,192,1706,Hunter Henry
2023-01-18,M003,Machine_M003,Day,352,56,2,1.92,73.89,None,None,445,352,1316,Billy Gutierrez
2022-07-05,M001,Machine_M001,Day,165,33,1,1.03,91.78,Tooling Issue,None,314,165,1624,Dr. Brian Brooks
2025-02-03,M002,Machine_M002,Day,899,0,2,2.82,91.12,Material Shortage,Power Issue,995,899,1483,Nicholas Brown
2024-04-06,M002,Machine_M002,Day,918,104,3,1.87,93.85,Tooling Issue,Power Issue,1038,918,1940,Curtis Valdez
2023-03-15,M004,Machine_M004,Day,898,56,21,3.24,70.33,None,None,974,898,1109,Megan Walter
2024-03-15,M002,Machine_M002,Swing,129,53,0,1.44,73.5,Operator Error,Power Issue,213,129,1077,Brian May
2023-09-11,M002,Machine_M002,Day,597,84,13,1.69,71.46,Tooling Issue,Power Issue,717,597,1551,Anthony Hanson
2025-02-17,M001,Machine_M001,Swing,189,46,4,4.62,68.8,None,Power Issue,332,189,1781,Dana Lambert
2025-01-20,M002,Machine_M002,Night,653,48,19,0.54,70.25,Material Shortage,None,792,653,1567,David Williams
2022-07-02,M004,Machine_M004,Swing,611,74,14,4.27,83.26,Tooling Issue,Setup Delay,725,611,1835,Heather Burgess
2022-07-07,M002,Machine_M002,Day,551,88,12,4.54,86.11,Operator Error,Power Issue,662,551,1782,Peter Wood DDS
2024-04-22,M002,Machine_M002,Swing,526,36,11,2.56,71.02,Tooling Issue,Power Issue,670,526,1891,Kayla Nichols
2024-08-06,M001,Machine_M001,Night,395,17,10,2.15,63.3,Tooling Issue,Power Issue,449,395,1640,Christina Ramirez
2024-11-22,M003,Machine_M003,Swing,106,101,4,1.2,74.07,Material Shortage,Maintenance Delay,160,106,1133,Elizabeth Miles
2023-02-27,M001,Machine_M001,Day,579,32,26,3.94,89.31,Tooling Issue,Power Issue,657,579,1804,John Moore
2023-07-15,M002,Machine_M002,Swing,714,85,3,1.69,72.88,Tooling Issue,Power Issue,782,714,1552,Matthew Morgan
2023-11-25,M004,Machine_M004,Night,755,39,23,3.91,60.49,None,None,870,755,1363,Nicole Walker
2025-02-08,M004,Machine_M004,Swing,168,94,3,2.31,64.99,None,None,287,168,1513,Dominique Wilson
2024-06-14,M002,Machine_M002,Swing,959,90,19,4.85,83.67,None,Maintenance Delay,1105,959,1965,Jacqueline Cook
2023-01-14,M005,Machine_M005,Night,519,50,13,2.25,74.98,Operator Error,Maintenance Delay,664,519,1268,Victor Smith
2023-09-23,M004,Machine_M004,Night,277,64,6,1.58,69.38,Operator Error,Maintenance Delay,373,277,1212,Robin Boyd
2024-01-11,M003,Machine_M003,Day,943,108,39,2.08,82.97,Operator Error,Power Issue,1062,943,1457,Thomas Bell
2024-03-04,M004,Machine_M004,Night,141,43,6,0.83,81.26,None,None,233,141,1971,Nathaniel Leach
2022-06-12,M003,Machine_M003,Swing,346,32,8,2.6,92.65,Material Shortage,Setup Delay,456,346,1863,Kim Hernandez
2024-06-02,M005,Machine_M005,Night,163,24,3,3.94,69.79,Tooling Issue,Setup Delay,305,163,1995,Jeff Davis
2022-10-24,M002,Machine_M002,Day,241,4,10,1.4,78.04,None,None,293,241,1981,Nicole Anderson
2024-08-28,M002,Machine_M002,Night,425,78,17,4.86,93.67,Material Shortage,Setup Delay,543,425,1043,Connor Haynes
2023-11-25,M005,Machine_M005,Night,618,24,6,1.31,79.28,Material Shortage,Setup Delay,758,618,1851,Melissa Romero
2024-01-16,M002,Machine_M002,Day,573,32,18,3.66,76.72,Operator Error,Setup Delay,669,573,1966,Joseph Frazier
2022-12-15,M003,Machine_M003,Day,207,22,3,0.83,94.15,Operator Error,Power Issue,306,207,1339,Kim Escobar
2023-09-03,M001,Machine_M001,Day,238,12,8,3.04,87.07,Tooling Issue,Power Issue,330,238,1601,Melissa Williams
2023-09-09,M001,Machine_M001,Night,129,80,5,0.94,70.36,None,Maintenance Delay,237,129,1897,Nancy Kennedy
2022-05-23,M003,Machine_M003,Day,912,95,33,4.78,60.83,Operator Error,Setup Delay,1011,912,1283,Ann Porter
2023-06-20,M005,Machine_M005,Day,264,107,8,2.97,84.24,None,Maintenance Delay,335,264,1109,Taylor Stephenson
2023-10-03,M003,Machine_M003,Day,721,40,2,2.52,94.12,Tooling Issue,Maintenance Delay,842,721,1398,Kevin Crawford
2025-04-30,M002,Machine_M002,Day,705,58,26,3.38,73.01,Tooling Issue,Maintenance Delay,827,705,1106,Danielle Hoffman
2023-02-07,M004,Machine_M004,Swing,334,110,5,3.23,90.87,None,Maintenance Delay,474,334,1741,Sandra Jordan
2024-01-11,M003,Machine_M003,Day,563,55,4,3.15,68.87,Material Shortage,Power Issue,652,563,1909,Wesley Adams
2024-05-20,M002,Machine_M002,Night,523,45,13,3.13,85.51,None,None,638,523,1127,Robert Hutchinson
2023-03-03,M004,Machine_M004,Night,253,103,11,3.66,84.76,Tooling Issue,Setup Delay,343,253,1830,Patrick Miller
2023-01-18,M001,Machine_M001,Day,304,52,0,2.49,77.09,Material Shortage,Power Issue,393,304,1982,Melissa Mathis
2024-12-23,M003,Machine_M003,Swing,464,7,15,4.99,62.28,Material Shortage,None,599,464,1015,Jeffrey Wells
2023-08-09,M001,Machine_M001,Swing,614,90,16,4.71,67.62,None,Setup Delay,692,614,1087,Robert Johnson
2024-03-29,M004,Machine_M004,Swing,802,64,32,3.71,74.23,Material Shortage,Maintenance Delay,866,802,1924,Samantha Huang
2022-06-02,M001,Machine_M001,Swing,439,1,9,3.98,88.6,Tooling Issue,Power Issue,530,439,1628,Anthony White
2024-08-13,M001,Machine_M001,Night,498,2,19,2.55,64.87,None,None,579,498,1979,Michelle Silva
2022-08-18,M003,Machine_M003,Swing,714,16,31,2.94,79.78,Tooling Issue,Power Issue,846,714,1280,Bobby James
2025-04-15,M004,Machine_M004,Swing,539,65,23,3.33,76.46,Tooling Issue,Maintenance Delay,660,539,1960,Amanda Smith
2025-02-18,M004,Machine_M004,Day,969,84,29,1.42,60.31,None,Maintenance Delay,1067,969,1472,Julian Guerra
2024-10-18,M002,Machine_M002,Day,898,28,22,2.53,70.02,None,Power Issue,991,898,1685,Jordan Young
2024-11-10,M002,Machine_M002,Day,614,105,27,3.49,65.44,Operator Error,None,677,614,1818,Justin Peters
2023-06-08,M004,Machine_M004,Night,134,103,2,1.27,70.67,Material Shortage,Power Issue,267,134,1642,Sonya Harrison
2022-07-17,M002,Machine_M002,Swing,925,3,38,1.3,65.21,Material Shortage,Maintenance Delay,1041,925,1498,Jessica Thompson
2022-05-06,M005,Machine_M005,Day,667,74,3,3.44,62.5,Operator Error,Setup Delay,753,667,1106,Sherry Blake
2023-12-13,M005,Machine_M005,Day,945,50,18,3.11,69.47,Tooling Issue,Maintenance Delay,1071,945,1475,Anna Rice
2025-01-29,M001,Machine_M001,Day,156,36,2,4.44,86.69,None,Maintenance Delay,283,156,1969,Henry Phillips
2023-12-10,M005,Machine_M005,Night,533,108,13,0.56,80.99,Operator Error,Maintenance Delay,676,533,1929,Matthew Rogers
2022-10-31,M003,Machine_M003,Day,486,74,15,2.12,69.67,None,None,588,486,1293,David Brewer
2024-03-10,M002,Machine_M002,Swing,538,71,17,3.04,94.52,Operator Error,Setup Delay,674,538,1368,Hector Smith
2025-03-07,M001,Machine_M001,Day,894,114,10,4.9,77.41,Material Shortage,Power Issue,967,894,1005,James Adams
2024-01-08,M003,Machine_M003,Night,583,91,10,2.44,63.5,Tooling Issue,None,695,583,1910,Jimmy Wilson
2022-06-17,M001,Machine_M001,Night,276,63,3,1.99,79.75,None,None,368,276,1120,Lori Bryant
2022-12-25,M005,Machine_M005,Day,692,116,19,3.58,83.42,Material Shortage,Setup Delay,814,692,1926,Marvin Sandoval
2023-03-28,M004,Machine_M004,Swing,607,94,13,3.74,69.35,Operator Error,Power Issue,683,607,1671,Christy Ferguson
2022-08-20,M002,Machine_M002,Day,247,56,3,3.96,92.23,Operator Error,None,390,247,1560,Courtney Holt
2024-04-20,M004,Machine_M004,Swing,481,81,18,3.91,67.76,Operator Error,Setup Delay,547,481,1451,Debbie Sims
2024-11-09,M001,Machine_M001,Night,856,41,20,3.86,80.0,Material Shortage,Setup Delay,982,856,1743,Denise Jones
2022-10-14,M001,Machine_M001,Day,230,11,10,4.16,89.99,Tooling Issue,Setup Delay,286,230,1191,Amber Butler
2024-01-31,M003,Machine_M003,Swing,750,108,29,3.8,69.36,Operator Error,None,886,750,1497,Jessica Hernandez
2024-06-20,M002,Machine_M002,Day,143,102,6,2.07,79.11,None,Maintenance Delay,251,143,1866,Clinton Riddle
2022-10-28,M002,Machine_M002,Night,526,95,17,4.85,77.74,Operator Error,Power Issue,618,526,1254,Gloria Nelson
2022-11-09,M001,Machine_M001,Day,242,27,0,2.86,90.6,Operator Error,Power Issue,315,242,1252,Eric Buck
2022-12-23,M005,Machine_M005,Day,347,109,5,2.64,78.07,Operator Error,Power Issue,409,347,1946,Yolanda Soto
2023-11-12,M002,Machine_M002,Night,583,72,27,2.93,78.5,Tooling Issue,None,688,583,1411,Robin Carrillo
2024-04-11,M004,Machine_M004,Swing,261,55,3,4.78,74.07,None,None,341,261,1638,Jennifer Miller
2022-06-02,M003,Machine_M003,Day,707,12,17,2.31,62.03,Material Shortage,Maintenance Delay,763,707,1511,James Harper
2025-03-08,M004,Machine_M004,Day,130,2,1,2.25,87.29,Tooling Issue,Power Issue,183,130,1526,Nancy Martin
2022-06-05,M005,Machine_M005,Night,909,112,29,1.98,86.17,Tooling Issue,None,975,909,1539,Max Johnson
2025-02-05,M005,Machine_M005,Night,639,47,12,1.49,86.09,Operator Error,Power Issue,714,639,1501,Erin Rodgers
2025-02-26,M004,Machine_M004,Swing,838,108,36,1.93,86.67,Operator Error,Maintenance Delay,919,838,1641,Paul Garner
2024-07-31,M001,Machine_M001,Night,148,15,6,4.8,71.91,None,Power Issue,249,148,1837,Zachary Moody
2024-06-19,M005,Machine_M005,Night,515,98,12,1.5,84.55,Tooling Issue,None,567,515,1711,Beth Lopez
2022-10-19,M001,Machine_M001,Day,905,49,37,2.44,76.04,Operator Error,Maintenance Delay,1014,905,1732,Christopher Jennings PhD
2024-12-17,M001,Machine_M001,Day,825,54,11,2.32,75.16,None,Maintenance Delay,919,825,1118,Andrew Ortiz
2022-10-16,M001,Machine_M001,Day,445,119,4,3.8,89.65,Tooling Issue,Maintenance Delay,560,445,1911,Edward Hood
2024-06-14,M005,Machine_M005,Day,565,47,7,1.71,69.47,Material Shortage,Maintenance Delay,666,565,1112,Daniel Hayden
2022-10-30,M005,Machine_M005,Day,565,78,0,1.68,67.58,Operator Error,Power Issue,635,565,1325,Lydia Curtis
2023-01-05,M002,Machine_M002,Night,230,69,10,2.2,77.3,Material Shortage,Setup Delay,348,230,1332,Kelsey Freeman
2023-01-28,M005,Machine_M005,Night,272,116,5,2.74,69.36,Tooling Issue,Maintenance Delay,333,272,1269,William Sullivan
2025-04-11,M004,Machine_M004,Swing,586,45,16,2.63,93.54,Operator Error,Maintenance Delay,665,586,1922,Jennifer Mcguire
2024-08-01,M003,Machine_M003,Swing,858,66,42,4.81,77.94,Material Shortage,Maintenance Delay,993,858,1315,Lindsey Aguirre
2023-10-19,M001,Machine_M001,Swing,474,101,23,2.25,71.81,Operator Error,None,544,474,1814,Stephen Woodard
2022-09-09,M004,Machine_M004,Swing,114,113,0,1.14,69.51,Material Shortage,Maintenance Delay,181,114,1394,Theresa Gibson
2024-11-29,M004,Machine_M004,Swing,579,111,22,1.62,91.39,Tooling Issue,Power Issue,706,579,1762,Patrick Perry
2023-10-03,M005,Machine_M005,Swing,817,32,22,4.37,77.29,Material Shortage,Maintenance Delay,928,817,1383,Brian West
2022-12-18,M003,Machine_M003,Day,959,57,47,4.78,69.44,Material Shortage,Power Issue,1027,959,1511,Jessica Keller
2023-06-05,M003,Machine_M003,Day,814,79,18,1.96,80.86,Operator Error,Power Issue,951,814,1556,Luis Bailey
2022-07-11,M004,Machine_M004,Night,276,39,9,3.47,70.88,Operator Error,Maintenance Delay,334,276,1566,Amanda Dixon
2024-09-27,M005,Machine_M005,Night,390,69,1,4.57,84.25,Tooling Issue,Power Issue,468,390,1760,Emily Allen
2024-05-01,M002,Machine_M002,Day,429,75,9,4.55,61.2,Material Shortage,Maintenance Delay,573,429,1882,Raymond Webb
2024-11-08,M004,Machine_M004,Day,439,46,19,3.46,69.76,Material Shortage,Setup Delay,584,439,1514,Robert Daniels
2024-12-21,M001,Machine_M001,Swing,207,15,0,4.1,67.24,None,Maintenance Delay,336,207,1024,Miguel Holmes Jr.
2022-08-03,M005,Machine_M005,Night,607,5,29,0.74,71.07,Material Shortage,None,684,607,1850,Richard Reed
2022-05-23,M002,Machine_M002,Night,343,19,5,0.52,74.39,Tooling Issue,Setup Delay,430,343,1398,Jessica Fisher
2024-07-29,M003,Machine_M003,Day,791,51,12,1.56,76.27,Material Shortage,Maintenance Delay,891,791,1330,Christian Turner
2023-07-24,M004,Machine_M004,Swing,384,34,8,4.87,86.92,Material Shortage,Maintenance Delay,470,384,1888,Larry Ochoa
2023-06-10,M003,Machine_M003,Swing,693,100,5,2.55,80.31,None,Setup Delay,821,693,1360,Joshua Burke
2022-10-23,M001,Machine_M001,Day,325,26,12,1.08,92.21,Material Shortage,Setup Delay,472,325,1790,Jacqueline Washington
2023-04-02,M005,Machine_M005,Day,907,60,44,1.5,76.43,Operator Error,Setup Delay,998,907,1514,Edward Jones
2022-06-11,M003,Machine_M003,Day,756,45,12,2.99,82.96,None,None,857,756,1488,Charles Hughes
2022-05-11,M004,Machine_M004,Day,751,110,8,4.39,88.97,Material Shortage,Maintenance Delay,852,751,1075,Dustin Taylor
2024-12-26,M005,Machine_M005,Swing,564,112,10,0.85,77.62,Operator Error,Power Issue,635,564,1022,Rachel Gray
2023-10-08,M001,Machine_M001,Night,666,86,18,2.24,69.03,Tooling Issue,None,727,666,1812,Chelsea Campbell
2022-10-09,M003,Machine_M003,Night,709,57,24,3.29,82.31,Operator Error,None,816,709,1683,Elizabeth Sanders
2024-05-20,M001,Machine_M001,Night,515,76,25,3.35,94.69,None,Setup Delay,591,515,1007,Louis Dunn
2023-08-10,M001,Machine_M001,Night,185,72,6,3.4,84.82,Material Shortage,None,287,185,1815,Natalie Jones
2022-10-21,M005,Machine_M005,Night,692,83,10,1.99,86.55,Operator Error,Setup Delay,751,692,1638,Gerald Jackson
2022-06-28,M002,Machine_M002,Day,926,15,27,0.77,70.39,None,Setup Delay,1069,926,1149,Andrew Valdez
2023-01-11,M003,Machine_M003,Night,719,64,22,0.51,83.81,Material Shortage,Setup Delay,784,719,1595,Sherri Ford
2022-11-03,M003,Machine_M003,Night,270,34,3,2.66,60.13,None,Power Issue,330,270,1440,Nichole Munoz
2023-02-05,M005,Machine_M005,Night,230,34,3,4.74,76.21,None,Power Issue,361,230,1723,Jordan Gardner
2023-11-18,M005,Machine_M005,Night,979,84,27,2.97,63.38,Tooling Issue,Setup Delay,1122,979,1012,Vanessa Fields
2024-10-14,M005,Machine_M005,Day,414,114,1,2.62,67.46,Tooling Issue,None,482,414,1508,Kathy Everett
2024-09-03,M002,Machine_M002,Night,508,95,21,1.82,92.7,Material Shortage,None,572,508,1515,James Diaz
2023-03-11,M001,Machine_M001,Day,970,60,22,2.65,87.12,Operator Error,Power Issue,1062,970,1258,Angela Hicks
2025-01-06,M003,Machine_M003,Night,697,38,25,2.99,89.49,Operator Error,None,826,697,1061,Lisa Velasquez
2025-02-15,M002,Machine_M002,Day,413,26,14,2.12,88.18,Tooling Issue,Maintenance Delay,559,413,1709,David Martin DDS
2024-11-22,M003,Machine_M003,Swing,259,48,9,2.92,91.23,None,Setup Delay,372,259,1999,Crystal Gross
2022-10-14,M003,Machine_M003,Night,126,77,4,3.85,94.53,Material Shortage,None,250,126,1270,Carol Hartman
2024-11-01,M001,Machine_M001,Swing,248,66,9,4.43,60.62,Operator Error,Maintenance Delay,340,248,1960,Katherine Cardenas
2023-06-29,M003,Machine_M003,Night,825,116,33,3.47,75.22,Tooling Issue,Power Issue,903,825,1055,Jeff Johnson
2022-10-20,M005,Machine_M005,Night,861,77,9,2.45,83.88,Tooling Issue,Power Issue,938,861,1575,Charles Evans
2025-02-06,M004,Machine_M004,Swing,784,82,24,2.61,63.6,Material Shortage,Power Issue,893,784,1466,Julie Chan
2022-09-15,M004,Machine_M004,Swing,923,35,28,1.01,73.37,Tooling Issue,None,1014,923,1674,Anita Johnson
2022-06-06,M001,Machine_M001,Night,486,107,4,0.7,74.78,Tooling Issue,None,628,486,1312,Angela Jimenez
2023-09-30,M001,Machine_M001,Night,288,73,11,2.76,66.12,Material Shortage,Maintenance Delay,404,288,1798,Thomas Irwin
2024-04-28,M003,Machine_M003,Day,734,94,32,1.45,68.54,Material Shortage,None,826,734,1178,John Camacho
2024-12-23,M004,Machine_M004,Day,462,11,11,2.17,84.58,Tooling Issue,Power Issue,521,462,1665,Andrew King
2023-12-15,M001,Machine_M001,Swing,251,7,2,1.52,91.78,Operator Error,Setup Delay,322,251,1375,Ashley Jordan
2022-06-28,M004,Machine_M004,Day,690,43,12,1.05,75.59,Material Shortage,Power Issue,777,690,1602,Katelyn Chaney
2024-01-14,M005,Machine_M005,Day,459,102,21,0.8,85.41,Tooling Issue,Setup Delay,540,459,1829,Seth Hernandez
2024-07-18,M003,Machine_M003,Swing,865,68,4,3.82,94.64,Material Shortage,Maintenance Delay,962,865,1844,Christopher Quinn
2023-01-05,M002,Machine_M002,Day,292,76,5,4.18,77.06,Tooling Issue,Power Issue,390,292,1101,Patricia Thompson
2025-02-17,M001,Machine_M001,Swing,544,69,0,2.29,60.38,Material Shortage,None,659,544,1664,Bryan Smith
2024-01-23,M001,Machine_M001,Day,378,70,0,1.48,79.52,Material Shortage,Maintenance Delay,446,378,1440,Brittany Johnson
2023-12-19,M002,Machine_M002,Swing,557,33,0,2.63,93.48,Material Shortage,None,647,557,1463,Paul Martinez
2022-05-08,M001,Machine_M001,Day,736,45,1,4.93,71.21,None,Setup Delay,819,736,1837,Barbara Phillips
2024-04-28,M004,Machine_M004,Swing,153,52,6,0.55,88.24,Material Shortage,Power Issue,218,153,1575,Stephanie Dunlap
2023-08-14,M003,Machine_M003,Night,982,100,1,0.65,81.72,None,Power Issue,1034,982,1616,Adam Owens
2022-10-14,M002,Machine_M002,Night,345,6,16,2.18,93.88,Material Shortage,None,485,345,1778,Michael Moore
2023-06-29,M002,Machine_M002,Night,986,35,20,3.73,84.27,Tooling Issue,None,1073,986,1296,Lisa Smith
2023-05-31,M004,Machine_M004,Swing,651,82,5,1.78,76.77,None,None,727,651,1081,Adam Mccoy PhD
2024-12-10,M001,Machine_M001,Night,614,118,19,4.07,87.14,None,Setup Delay,665,614,1676,Cindy Martinez
2023-05-15,M005,Machine_M005,Day,459,64,5,1.29,60.52,None,Power Issue,607,459,1861,Elizabeth Franco
2025-04-18,M005,Machine_M005,Swing,278,96,10,1.83,70.92,Tooling Issue,None,372,278,1230,Latasha Farley
2025-04-29,M005,Machine_M005,Swing,260,11,12,4.27,84.44,Tooling Issue,Setup Delay,318,260,1877,Tamara Carrillo
2024-03-15,M002,Machine_M002,Swing,821,14,9,2.48,86.45,Tooling Issue,None,922,821,1051,Steve Wood
2024-11-11,M005,Machine_M005,Day,281,23,2,4.04,63.04,Operator Error,Setup Delay,417,281,1141,Jordan Palmer
2025-04-26,M005,Machine_M005,Day,983,3,36,2.2,65.36,Tooling Issue,None,1128,983,1873,Jason King
2023-04-09,M005,Machine_M005,Night,770,43,36,2.28,75.1,Tooling Issue,Power Issue,824,770,1761,Carl Boyd
2022-12-06,M004,Machine_M004,Swing,247,79,2,3.05,61.76,Operator Error,Maintenance Delay,308,247,1635,Anne Powers
2024-06-23,M003,Machine_M003,Swing,979,9,3,2.82,70.34,None,None,1102,979,1156,Joseph Glenn
2022-07-12,M002,Machine_M002,Night,375,54,9,0.73,89.93,None,Setup Delay,466,375,1594,Tiffany Jones
2022-10-18,M003,Machine_M003,Swing,345,53,7,2.72,73.62,Tooling Issue,Setup Delay,469,345,1981,Lisa Nguyen
2023-11-18,M001,Machine_M001,Swing,172,68,2,3.56,65.62,Tooling Issue,Setup Delay,265,172,1589,Maria Johnson
2024-11-23,M002,Machine_M002,Day,213,46,10,2.79,86.08,Material Shortage,Maintenance Delay,297,213,1926,Sean Hale
2024-03-19,M005,Machine_M005,Night,862,28,6,2.1,60.4,None,None,962,862,1697,Jeremy Duke
2025-01-27,M004,Machine_M004,Day,738,53,5,3.61,66.08,Tooling Issue,Power Issue,809,738,1075,Jennifer Smith
2024-12-03,M003,Machine_M003,Night,614,69,9,3.39,79.96,None,Setup Delay,760,614,1063,Laura Meyers
2025-03-21,M004,Machine_M004,Swing,765,36,38,4.84,75.1,Material Shortage,Setup Delay,828,765,1043,Casey Thompson
2022-09-21,M001,Machine_M001,Swing,327,67,10,2.32,61.31,Tooling Issue,None,467,327,1133,Jason Price
2024-06-17,M004,Machine_M004,Day,290,87,8,3.22,74.97,Operator Error,Maintenance Delay,433,290,1179,Jennifer Guerrero
2023-06-15,M001,Machine_M001,Swing,789,86,7,3.44,79.48,Operator Error,Power Issue,901,789,1345,Phillip Miranda
2024-12-23,M001,Machine_M001,Swing,619,19,16,2.91,83.56,Material Shortage,Maintenance Delay,697,619,1609,Fernando Lawson
2024-04-15,M002,Machine_M002,Night,749,78,8,4.94,89.99,Tooling Issue,Power Issue,817,749,1637,Kimberly Terry
2024-10-13,M003,Machine_M003,Day,803,95,9,3.19,87.78,Tooling Issue,Maintenance Delay,947,803,1506,Bradley Gray
2024-02-09,M001,Machine_M001,Swing,498,114,3,2.4,79.02,None,Maintenance Delay,604,498,1571,Miranda Gonzales
2023-01-07,M001,Machine_M001,Swing,529,20,16,4.38,60.42,Tooling Issue,Power Issue,611,529,1244,Megan Santana
