Date,Machine_ID,Maintenance_Type,Maintenance_Cost,Downtime_Minutes,Maintenance_Backlog_Count,Spare_Part_Name,Spare_Part_Stock,Breakdown_Reason,MTBF (hours),MTTR (hours),Next_Service_Date,Technician_Name,Technician_Score
2023-09-10,M004,Preventive,1009,47,3,Belt,77,None,394,8.36,2023-11-09,Jennifer Powell,2
2023-09-03,M001,Reactive,1998,172,1,Motor,44,Wear,134,6.78,2023-11-17,Dalton Nolan,1
2024-09-08,M004,Preventive,4743,143,0,Motor,99,Overload,216,3.83,2024-11-11,Jacob Peterson,1
2024-01-21,M002,Preventive,3976,257,1,Motor,70,Overload,120,8.7,2024-04-17,Lauren Carter,4
2025-01-12,M001,Preventive,4058,61,2,Motor,61,Electrical Fault,954,5.35,2025-04-02,Sarah Wright,1
2024-11-24,M002,Reactive,3678,69,4,Bearing,62,Electrical Fault,439,7.9,2025-02-02,Stacy Wiggins,5
2023-01-01,M004,Reactive,1786,35,4,Motor,10,None,767,2.17,2023-02-06,Antonio Davis,2
2024-10-20,M003,Preventive,2448,83,0,Motor,71,Wear,271,1.7,2025-01-13,Joseph Smith,4
2023-10-01,M004,Preventive,3428,213,1,Bearing,70,Wear,238,5.61,2023-11-14,Mrs. Lisa Khan,3
2024-11-10,M001,Preventive,4568,223,3,Motor,14,None,307,9.42,2025-01-05,Keith Gordon,2
2023-12-17,M003,Preventive,2115,169,2,Gearbox,26,None,957,6.61,2024-02-17,Michael Mcconnell,1
2022-07-10,M002,Preventive,1831,229,2,Belt,68,None,955,5.59,2022-09-13,David Adams,1
2024-01-28,M005,Preventive,3031,145,1,Motor,18,Overload,771,7.51,2024-04-22,Robert Shepard,5
2024-01-21,M002,Preventive,4356,230,3,Bearing,62,Overload,360,1.14,2024-03-29,Cassandra Hansen,2
2024-04-07,M005,Preventive,716,195,0,Bearing,20,None,391,3.76,2024-05-07,Crystal Jones,5
2024-03-24,M005,Reactive,4134,34,0,Gearbox,98,Wear,851,4.73,2024-06-13,Ryan Andrews,2
2024-04-21,M001,Reactive,3887,275,4,Sensor,71,None,526,3.9,2024-06-04,Johnny Flores,5
2023-07-30,M005,Preventive,743,55,0,Gearbox,99,None,138,5.57,2023-09-06,Joshua Harris,5
2022-08-07,M005,Reactive,4005,160,1,Belt,26,Electrical Fault,490,3.33,2022-09-19,Tracy Wright,1
2024-11-17,M001,Preventive,2026,165,1,Sensor,87,Overload,379,4.05,2024-12-25,Lisa Barrett,4
2025-04-06,M001,Preventive,2402,175,0,Bearing,9,Overload,591,8.81,2025-06-11,Mr. Adam Brown Jr.,1
2022-07-31,M004,Preventive,4754,199,3,Motor,38,Wear,770,7.08,2022-10-03,Edward Kent,3
2022-07-31,M003,Preventive,4966,233,0,Sensor,31,None,139,6.0,2022-09-28,Rebecca Mejia,1
2025-02-23,M003,Reactive,4904,52,1,Gearbox,99,Overload,558,1.32,2025-05-11,Brittany Carlson,3
2023-05-21,M002,Preventive,4237,125,2,Sensor,76,Overload,591,8.01,2023-08-14,Cory Goodwin,2
2024-04-21,M003,Reactive,653,37,4,Gearbox,51,None,509,3.4,2024-07-03,Matthew Benton,2
2024-01-28,M004,Preventive,740,216,1,Sensor,28,Wear,917,5.62,2024-03-13,Susan Thomas,2
2024-06-09,M002,Preventive,4882,261,3,Motor,21,None,106,5.31,2024-08-15,Troy Rice DDS,1
2023-10-15,M002,Preventive,3756,187,0,Belt,79,None,855,7.74,2024-01-02,Denise Brown,5
2023-07-02,M002,Reactive,2973,187,3,Bearing,54,Wear,707,2.16,2023-09-12,Michael Mullen,5
2024-10-06,M001,Preventive,2770,62,1,Motor,25,None,323,3.07,2024-12-26,Emily Roberts,5
2023-11-26,M002,Reactive,1726,180,3,Gearbox,84,Overload,467,7.68,2024-02-08,Sophia Howard,2
2023-09-17,M004,Reactive,4774,71,4,Gearbox,58,Wear,347,6.64,2023-11-05,Albert Johnson,2
2022-12-18,M003,Preventive,1557,220,3,Belt,69,Overload,701,9.52,2023-03-04,Luis Perez,1
2022-09-04,M002,Preventive,1671,126,0,Motor,87,Overload,507,1.31,2022-11-14,Natasha James,3
2024-06-02,M005,Reactive,3811,264,1,Belt,24,Electrical Fault,902,8.85,2024-08-25,Joshua Clark,4
2025-03-23,M002,Preventive,2106,131,3,Belt,30,None,294,7.17,2025-05-18,Sarah Freeman,2
2023-01-15,M003,Preventive,4840,129,1,Gearbox,41,Wear,885,2.28,2023-02-15,Louis West,5
2024-11-03,M004,Reactive,1117,150,4,Bearing,80,Wear,191,7.19,2024-12-15,Zachary Reid,4
2022-05-01,M003,Preventive,4234,206,3,Belt,32,Wear,925,8.67,2022-07-10,John Diaz,4
2025-03-02,M005,Preventive,3927,55,2,Motor,41,Wear,512,7.73,2025-04-01,Michael Lara,3
2024-03-03,M002,Reactive,2220,99,2,Bearing,13,Electrical Fault,638,9.1,2024-05-28,Jimmy Riley,4
2023-06-04,M002,Reactive,2600,200,4,Belt,25,Overload,320,2.84,2023-07-27,Sara Brady,5
2023-11-26,M005,Preventive,4902,168,1,Gearbox,11,Overload,976,9.23,2024-01-26,Susan Livingston,2
2022-06-12,M002,Preventive,2377,39,2,Bearing,65,Wear,248,6.83,2022-08-08,Miguel Johnson,1
2024-05-26,M005,Preventive,517,275,0,Bearing,17,Electrical Fault,794,1.42,2024-08-01,Lisa Perez,1
2024-06-09,M002,Preventive,792,281,2,Sensor,20,Wear,788,6.57,2024-07-14,Carrie Strong,3
2024-12-29,M002,Preventive,2413,265,2,Sensor,17,Overload,569,1.19,2025-03-11,Mary Rose,2
2024-04-14,M002,Preventive,3309,35,4,Belt,16,Overload,446,1.58,2024-06-08,Matthew Williams,1
2024-11-17,M004,Preventive,2511,213,3,Sensor,97,Electrical Fault,361,2.63,2025-01-03,William Wise MD,1
2023-09-17,M002,Reactive,4031,85,0,Motor,56,None,537,1.81,2023-12-15,Kathryn Cherry,1
2023-07-09,M004,Preventive,1900,101,4,Sensor,95,None,172,2.43,2023-09-14,Michael Spears,1
2023-04-23,M004,Preventive,3881,73,4,Sensor,20,Overload,476,5.31,2023-07-12,Alexandria Lutz,1
2022-09-18,M001,Preventive,989,41,0,Bearing,68,Overload,733,8.01,2022-10-21,Aaron Cooper,2
2022-10-30,M005,Preventive,4871,76,4,Gearbox,98,Electrical Fault,924,7.24,2023-01-19,Joseph Robles,3
2024-07-21,M002,Preventive,1079,189,3,Gearbox,83,None,389,4.89,2024-08-20,Stephen Smith,5
2022-05-15,M002,Preventive,3228,33,2,Sensor,63,None,354,1.82,2022-07-19,Thomas Hensley,3
2024-08-25,M004,Reactive,3392,170,4,Bearing,52,Wear,682,7.04,2024-11-02,Katie Torres,2
2024-01-28,M001,Preventive,1714,204,1,Gearbox,77,Electrical Fault,484,8.47,2024-04-04,Christopher Li,4
2024-06-23,M002,Reactive,4810,121,0,Belt,10,Electrical Fault,955,4.88,2024-07-26,Robert Gonzalez,1
2025-03-30,M003,Preventive,2191,97,0,Motor,60,Overload,300,6.39,2025-06-10,Joshua Mitchell,5
2022-07-31,M005,Reactive,4549,254,0,Motor,58,Wear,353,3.22,2022-09-22,John Roberts,5
2024-11-24,M002,Preventive,2814,148,3,Belt,20,Wear,828,5.62,2025-02-13,Kimberly Nunez,4
2024-10-06,M002,Reactive,3103,50,1,Belt,51,None,590,1.72,2024-11-29,Patrick Tucker,3
2024-01-28,M003,Preventive,1856,42,2,Sensor,87,Overload,249,5.48,2024-04-23,Alexander Mann,3
2024-01-07,M004,Preventive,3986,71,2,Motor,7,Wear,469,7.63,2024-03-21,Rodney English,1
2023-05-07,M001,Preventive,2024,139,4,Sensor,11,Wear,972,8.04,2023-06-27,Sara Vaughn,2
2024-04-14,M005,Preventive,4432,235,1,Belt,68,Overload,204,7.58,2024-05-23,Chase Barker,5
2025-04-20,M001,Reactive,4445,42,1,Motor,67,Wear,674,2.77,2025-07-09,Kathleen Mcdaniel,1
2023-04-16,M005,Preventive,2400,198,2,Sensor,99,None,266,2.82,2023-05-17,Matthew Lopez,1
2024-09-29,M005,Preventive,984,270,2,Gearbox,98,Overload,874,2.55,2024-12-14,Vincent Thomas,1
2023-06-04,M002,Reactive,3046,260,2,Belt,96,Wear,334,3.01,2023-08-21,Michael Barnes,2
2025-01-26,M003,Reactive,4162,271,0,Belt,91,Electrical Fault,566,8.22,2025-03-02,Alan Reyes,1
2025-03-09,M003,Preventive,4140,99,1,Gearbox,71,Overload,415,5.23,2025-05-06,Alexis Rivas,1
2022-12-18,M004,Preventive,1870,148,3,Gearbox,78,Overload,277,4.46,2023-02-15,Jaime Kelly,5
2024-02-25,M004,Preventive,2422,292,1,Motor,11,Electrical Fault,852,4.82,2024-05-20,Mary Chavez,3
2023-05-21,M001,Preventive,3463,147,4,Bearing,40,Wear,225,9.42,2023-08-13,Paige Norton,5
2024-06-02,M004,Preventive,1364,289,4,Motor,72,Overload,292,2.56,2024-08-15,David Hines,3
2022-06-05,M004,Reactive,4601,230,1,Sensor,61,Electrical Fault,741,1.24,2022-07-30,Michael Carroll,4
2024-09-01,M002,Preventive,1716,235,2,Motor,59,None,429,4.1,2024-11-28,Jessica Howard,5
2024-05-05,M001,Reactive,1856,228,1,Sensor,26,Electrical Fault,594,6.13,2024-07-14,Nathan Williamson,3
2023-07-30,M005,Preventive,4334,190,0,Sensor,52,Overload,844,7.66,2023-10-27,Rachael Perez,5
2024-01-14,M005,Preventive,3925,261,3,Bearing,29,Electrical Fault,934,7.0,2024-02-26,Carolyn Friedman,3
2022-09-11,M005,Preventive,3347,105,1,Gearbox,92,Wear,336,8.58,2022-11-17,Henry Long,2
2025-01-12,M002,Reactive,3942,51,3,Bearing,82,None,602,7.71,2025-03-22,Shane Mcdaniel,1
2023-06-11,M001,Preventive,541,208,3,Motor,53,Electrical Fault,962,8.03,2023-07-26,Jo Taylor,4
2022-06-19,M003,Preventive,2775,271,3,Gearbox,99,Overload,802,1.13,2022-09-08,Deborah Shaffer,2
2024-04-28,M002,Preventive,4508,198,2,Gearbox,87,Electrical Fault,248,5.13,2024-07-18,Helen James,5
2024-09-15,M004,Preventive,1160,95,1,Belt,20,Electrical Fault,154,6.34,2024-11-06,Eileen Obrien,5
2024-09-15,M002,Reactive,4568,177,2,Bearing,81,Electrical Fault,744,1.66,2024-12-13,Emily Greer,4
2024-10-06,M002,Preventive,3195,255,1,Sensor,17,Overload,894,5.99,2024-11-19,Patricia Irwin DVM,4
2023-01-08,M005,Preventive,1084,237,4,Gearbox,28,None,468,8.65,2023-02-21,Brent Baker,2
2024-12-29,M001,Reactive,1632,41,4,Gearbox,59,Overload,249,4.91,2025-03-10,Shawn Holland,2
2024-05-12,M004,Preventive,2094,126,2,Bearing,97,None,373,7.78,2024-07-19,Dennis Davis,1
2024-09-29,M001,Reactive,1327,44,4,Motor,87,Wear,947,3.8,2024-12-13,Paul Brown,3
2024-12-22,M005,Preventive,2421,132,3,Belt,56,Overload,940,5.24,2025-03-07,Julie Smith,4
2023-09-03,M003,Preventive,2424,66,1,Motor,7,None,473,1.18,2023-11-08,Kellie Guerra,1
2022-06-05,M002,Preventive,2458,220,2,Gearbox,58,Wear,398,6.83,2022-08-15,Sean Hunter,1
2022-11-20,M005,Reactive,2047,255,2,Sensor,81,Overload,184,4.96,2023-02-14,Dan Hernandez,2
2024-05-26,M001,Preventive,1908,232,4,Sensor,15,None,555,3.3,2024-07-18,Anthony Hernandez,3
2024-05-26,M005,Preventive,2189,96,3,Sensor,22,None,353,4.92,2024-07-23,Kaitlin Jackson,5
2024-01-28,M001,Reactive,1158,74,3,Belt,91,None,267,8.21,2024-03-20,Sarah Baker,2
2025-04-06,M001,Preventive,3117,88,0,Bearing,19,Wear,573,3.17,2025-06-09,Haley Barrett,4
2023-08-06,M002,Reactive,863,155,3,Belt,22,Overload,406,8.09,2023-10-01,Mr. Jeremy Chase,4
2022-08-14,M002,Reactive,1384,199,0,Gearbox,55,Overload,732,9.37,2022-10-12,Mr. John Smith,4
2022-08-28,M003,Preventive,2683,174,1,Motor,23,None,547,5.32,2022-11-17,Robert Wiley,2
2024-03-17,M002,Reactive,4731,92,0,Belt,22,Electrical Fault,704,9.71,2024-05-21,Matthew Smith,1
2024-07-14,M002,Reactive,4483,75,0,Belt,99,Overload,990,3.36,2024-08-15,Daniel White,1
2024-02-25,M005,Preventive,1657,231,0,Bearing,13,Overload,938,3.56,2024-05-04,Gloria Wood,3
2023-12-10,M003,Reactive,4085,177,1,Belt,95,None,290,6.38,2024-02-29,Jacob Torres,4
2023-02-05,M003,Reactive,1741,154,3,Belt,85,Overload,181,6.43,2023-03-16,Lisa Barker,4
2024-10-27,M003,Preventive,1432,181,3,Sensor,23,Electrical Fault,865,3.05,2024-12-08,Evan Padilla PhD,3
2024-06-02,M004,Preventive,3811,227,1,Bearing,5,Wear,938,5.18,2024-08-13,Margaret Ochoa,4
2023-12-24,M005,Preventive,4122,245,3,Sensor,6,Overload,869,3.17,2024-02-17,Brandy Peterson,5
2023-04-09,M005,Preventive,2334,119,2,Sensor,54,None,684,9.17,2023-06-09,Derek Rogers,3
2022-05-22,M002,Reactive,4137,48,4,Gearbox,41,Wear,750,8.3,2022-07-10,Kayla Everett,1
2022-09-25,M005,Preventive,3077,41,2,Gearbox,26,Electrical Fault,907,7.5,2022-11-20,Matthew Martin,2
2025-01-26,M004,Preventive,2712,62,0,Sensor,38,Overload,863,8.98,2025-03-14,Julie Meyer,3
2023-10-08,M003,Preventive,2067,90,1,Gearbox,11,Electrical Fault,871,2.79,2023-11-12,Tracy Roberts,2
2022-08-14,M004,Preventive,4150,101,4,Gearbox,28,Electrical Fault,434,8.88,2022-09-14,Jeffrey Thomas,2
2023-01-15,M002,Preventive,4574,142,1,Bearing,77,Overload,627,3.71,2023-02-23,Christy Atkins,3
2022-12-25,M004,Preventive,2819,53,3,Sensor,95,Wear,734,6.4,2023-03-16,Meredith Shepherd,3
2024-12-01,M004,Preventive,3600,208,3,Gearbox,48,Wear,698,8.74,2025-02-18,Jordan Rivera,5
2024-10-13,M004,Reactive,2328,278,0,Sensor,27,Electrical Fault,907,8.37,2024-12-28,John Wiley,3
2022-09-04,M003,Preventive,1956,92,2,Bearing,56,Electrical Fault,716,2.89,2022-11-06,Carrie Rivera,5
2024-03-03,M003,Preventive,3786,179,2,Motor,49,Overload,141,5.22,2024-05-20,James Green,4
2023-02-26,M004,Reactive,3532,135,4,Motor,99,Electrical Fault,399,2.91,2023-05-03,Thomas Preston,5
2022-11-27,M003,Preventive,4462,167,1,Sensor,29,None,689,4.05,2023-02-20,Keith Brown,5
2025-01-05,M003,Preventive,2762,180,3,Gearbox,52,Wear,436,3.14,2025-02-22,Autumn Torres MD,1
2024-04-14,M003,Preventive,4645,69,1,Bearing,69,Overload,469,5.08,2024-07-07,Francis Crosby,3
2023-01-22,M002,Preventive,3991,197,1,Belt,74,Electrical Fault,830,2.13,2023-03-21,Isaac Whitney,5
2022-10-16,M003,Reactive,2583,46,4,Belt,9,Overload,315,1.82,2022-12-24,Bill Wiley,4
2023-05-28,M005,Reactive,1497,65,1,Sensor,64,Overload,557,8.02,2023-07-18,Daniel Salazar,4
2024-12-01,M002,Preventive,928,263,3,Motor,16,None,656,2.72,2025-02-25,Matthew Neal,4
2023-12-24,M002,Preventive,3723,204,1,Gearbox,7,Wear,740,5.41,2024-02-21,Gilbert Powell,2
2023-04-23,M003,Reactive,4849,150,4,Gearbox,51,Overload,741,1.52,2023-07-08,Tiffany Rodgers,2
2024-09-29,M005,Preventive,3968,264,4,Belt,41,Wear,498,4.11,2024-11-22,Benjamin Nielsen,1
2025-02-09,M004,Preventive,3603,256,2,Motor,21,Wear,538,4.16,2025-03-22,Vicki Brown,3
2024-01-07,M004,Preventive,4412,119,2,Sensor,7,Wear,801,7.97,2024-03-27,Jordan Robertson,3
2024-08-04,M002,Preventive,2278,275,0,Belt,37,Electrical Fault,504,7.2,2024-09-16,Felicia Miller,4
2024-01-07,M003,Preventive,3252,69,0,Bearing,97,Overload,385,9.47,2024-03-10,April Perez,1
2022-10-23,M005,Preventive,1080,261,1,Bearing,58,Electrical Fault,680,9.75,2023-01-18,Alicia Tucker,3
2023-09-17,M005,Preventive,4976,243,3,Gearbox,41,None,358,9.34,2023-12-14,Sarah Jones,2
2022-11-20,M001,Reactive,3126,100,2,Belt,98,Overload,559,6.88,2023-02-10,David Hess,1
2024-03-10,M001,Preventive,2989,262,3,Bearing,29,None,675,5.94,2024-06-02,Destiny Hammond,5
2022-07-03,M001,Preventive,4446,198,1,Belt,8,None,524,7.71,2022-09-21,Ashley Scott,2
2023-09-10,M004,Preventive,4887,276,1,Belt,48,Overload,409,3.53,2023-10-25,Cody Curtis,1
2023-02-19,M002,Preventive,4912,80,2,Belt,63,Electrical Fault,200,7.76,2023-05-02,Steven Oliver,3
2023-07-30,M003,Reactive,3780,172,4,Gearbox,41,Overload,259,8.09,2023-09-14,Glenn Schmidt DDS,5
2024-06-02,M003,Reactive,3870,192,0,Motor,46,None,241,1.9,2024-07-07,Jonathan Torres,4
2025-01-19,M003,Preventive,2081,288,3,Bearing,38,None,747,4.32,2025-04-14,Nancy Mahoney,4
2024-09-08,M002,Preventive,4524,161,1,Belt,81,None,809,3.71,2024-10-28,Melissa Chan,1
2022-09-11,M003,Preventive,2539,84,4,Gearbox,81,Wear,757,7.96,2022-10-31,Michelle Mayer,3
2023-12-31,M005,Preventive,4276,246,4,Motor,80,Wear,559,5.66,2024-03-13,Marco Lawrence,4
2022-09-18,M002,Preventive,1403,196,3,Motor,60,Overload,274,8.87,2022-10-20,Mrs. Victoria Wells,5
2022-10-16,M002,Reactive,2198,161,1,Belt,17,Electrical Fault,827,3.36,2023-01-04,Mackenzie Rodriguez,4
2024-07-07,M001,Reactive,2509,244,4,Gearbox,94,Wear,436,6.63,2024-10-04,Jeffery Gardner,1
2022-08-21,M004,Preventive,2627,199,3,Bearing,70,Overload,117,2.64,2022-11-11,Sarah Ward,1
2023-12-31,M002,Reactive,2037,136,0,Belt,17,None,178,3.21,2024-03-21,Michael Medina,3
2024-05-26,M004,Preventive,1669,241,2,Gearbox,11,Electrical Fault,849,1.72,2024-06-26,Erin Sanders,4
2022-09-11,M003,Preventive,3512,68,1,Sensor,22,None,310,9.28,2022-10-28,David Chavez,2
2023-04-30,M003,Preventive,1645,257,1,Bearing,17,Overload,923,8.81,2023-06-17,Patricia Mckenzie,3
2022-06-12,M003,Preventive,4744,278,3,Gearbox,18,Electrical Fault,382,7.1,2022-09-06,Megan Nichols,5
2023-08-27,M002,Preventive,1713,155,2,Gearbox,7,Overload,477,7.14,2023-11-18,Steven Miller,5
2022-12-25,M004,Reactive,2910,207,2,Bearing,94,Electrical Fault,514,8.44,2023-02-15,Aaron Wheeler,4
2023-06-11,M005,Preventive,1135,256,3,Belt,33,Electrical Fault,779,1.06,2023-07-12,Bobby Reed,4
2023-01-01,M004,Preventive,4333,261,0,Gearbox,29,None,255,8.08,2023-02-25,Laurie Aguilar,4
2024-07-21,M005,Preventive,4333,172,1,Belt,48,None,626,5.02,2024-09-02,Cody Gentry,5
2024-04-14,M004,Preventive,4133,195,3,Motor,97,Overload,915,6.42,2024-05-28,Lawrence Davis,5
2022-11-27,M001,Preventive,1777,113,2,Bearing,71,None,166,3.24,2023-02-19,Daniel Sanchez,4
2024-12-15,M002,Preventive,2901,191,1,Sensor,50,Overload,120,3.55,2025-03-06,Michael Irwin,5
2023-10-08,M003,Preventive,1559,227,4,Motor,72,Wear,906,7.34,2023-12-18,Vincent Bryant,5
2022-12-25,M005,Preventive,2490,257,0,Sensor,56,Overload,384,1.85,2023-01-28,James Jones,2
2024-06-23,M005,Reactive,4789,294,0,Gearbox,95,Electrical Fault,786,9.8,2024-09-06,Jeff Dean,5
2022-09-25,M004,Preventive,2752,120,4,Gearbox,33,None,581,5.64,2022-11-05,Angela Barnes,3
2024-06-23,M001,Reactive,954,125,1,Bearing,74,Overload,450,1.32,2024-08-10,Pamela Kelly,1
2024-12-29,M002,Preventive,556,140,3,Belt,40,None,975,1.51,2025-01-28,Anthony Benjamin,5
2022-12-18,M004,Preventive,964,81,4,Gearbox,39,Wear,660,4.11,2023-03-09,Nancy Baker,2
2022-10-16,M003,Preventive,697,148,0,Gearbox,22,Electrical Fault,660,6.94,2022-12-21,Erin Weeks,3
2024-12-29,M002,Reactive,3609,180,2,Bearing,23,Overload,590,7.09,2025-02-06,Marie Pena,3
2023-12-24,M005,Preventive,4996,139,0,Motor,36,Wear,229,4.95,2024-03-21,Lorraine Cooper,5
2024-05-26,M001,Preventive,1911,142,1,Belt,26,Electrical Fault,382,5.25,2024-07-16,Tyler Suarez,5
2022-08-21,M002,Reactive,2204,297,4,Belt,26,Wear,296,2.47,2022-11-01,Caleb Valencia,1
2024-05-19,M004,Preventive,3089,195,1,Motor,50,Overload,427,6.35,2024-07-08,Michael Harper,3
2024-09-29,M003,Reactive,3513,234,4,Motor,6,Wear,632,3.0,2024-12-07,Ms. Carla Miller,2
2024-08-18,M001,Preventive,4940,152,4,Motor,64,Electrical Fault,109,9.15,2024-10-19,George Wagner,1
2023-01-01,M005,Preventive,4335,107,0,Bearing,98,Overload,193,9.62,2023-02-26,Tiffany Knight,3
2023-09-24,M004,Preventive,925,204,0,Motor,92,Electrical Fault,905,4.74,2023-12-19,Cynthia Martinez,2
2024-07-14,M005,Reactive,4406,208,0,Sensor,98,None,394,1.78,2024-08-18,Christopher Reynolds,5
2023-10-15,M003,Preventive,1969,112,1,Belt,63,Electrical Fault,282,3.92,2023-11-22,Corey Trevino,5
2023-02-19,M002,Reactive,1949,209,1,Gearbox,87,Wear,657,7.95,2023-04-11,Sergio Walter,3
2023-06-04,M004,Preventive,3168,167,3,Motor,69,None,925,6.56,2023-08-28,Jacob Cummings,4
2024-07-07,M001,Preventive,2237,116,4,Motor,7,Electrical Fault,685,6.76,2024-08-10,Eric Khan,4
2024-09-08,M003,Preventive,903,102,4,Gearbox,62,Electrical Fault,592,4.61,2024-11-14,Megan Hernandez,3
2024-02-11,M005,Reactive,4588,225,0,Bearing,40,Overload,932,5.55,2024-04-08,Julie Bolton,1
2024-02-04,M001,Reactive,3295,266,3,Belt,51,Overload,961,5.82,2024-04-17,Lisa Hawkins,4
2024-08-11,M002,Reactive,1713,185,4,Sensor,89,Overload,503,8.01,2024-10-12,Gina Russell,1
2023-03-19,M004,Preventive,2475,154,1,Belt,10,Overload,841,4.54,2023-04-28,Robert Jones,1
2024-02-18,M004,Preventive,4097,284,4,Bearing,27,None,412,5.0,2024-05-03,Darlene Gonzalez,1
2023-10-29,M001,Preventive,1725,142,0,Bearing,85,None,866,2.82,2024-01-12,Heather Baker,3
2022-06-05,M004,Preventive,4071,129,4,Bearing,93,Wear,740,1.21,2022-07-16,David Cruz,2
2023-04-30,M001,Reactive,1080,200,2,Bearing,53,Wear,244,1.95,2023-06-21,Aaron Kennedy,2
2025-03-09,M003,Preventive,1265,65,1,Belt,21,Wear,328,7.65,2025-05-29,Rachel Williams,5
2024-09-01,M005,Preventive,997,71,0,Motor,15,Wear,726,5.93,2024-10-28,Julian Rice,5
2024-03-24,M002,Preventive,4412,162,3,Bearing,59,Electrical Fault,821,6.32,2024-05-16,Jamie Elliott,3
2024-07-14,M003,Reactive,3012,205,4,Belt,22,Overload,899,3.0,2024-09-17,Jennifer Ramos,5
2023-11-19,M002,Preventive,4867,295,1,Sensor,56,Wear,860,5.52,2024-01-26,Gail Boyd,3
2023-07-23,M001,Preventive,1322,185,4,Motor,89,None,108,9.39,2023-10-08,Ronald Mooney,3
2023-06-11,M003,Preventive,3435,98,3,Belt,93,None,964,9.06,2023-07-17,Christina Moore,1
2024-08-11,M002,Preventive,2102,153,1,Belt,63,Overload,784,5.83,2024-09-15,Clinton Beck,3
2023-03-12,M004,Preventive,1864,114,4,Sensor,25,None,517,8.93,2023-06-03,Michelle Brown,4
2022-10-09,M005,Preventive,549,36,4,Motor,42,Overload,876,4.54,2022-11-27,Jason Moon,2
2023-05-14,M002,Reactive,663,287,3,Bearing,50,None,866,6.64,2023-07-03,Jamie Williams,3
2023-07-30,M005,Reactive,998,264,2,Motor,94,Overload,865,3.61,2023-09-22,Jordan Walker,5
2023-12-17,M005,Preventive,2032,193,4,Gearbox,39,Electrical Fault,624,1.74,2024-01-23,Cheryl Brown,3
2024-02-11,M005,Reactive,3169,219,2,Gearbox,50,Wear,190,9.08,2024-03-25,Lisa Arnold,3
2023-07-23,M004,Preventive,4291,89,0,Belt,58,Wear,354,2.85,2023-09-24,Jennifer Cobb,5
2023-01-22,M001,Preventive,680,83,3,Belt,62,Electrical Fault,635,4.46,2023-04-03,David Perez,4
2022-05-15,M005,Preventive,2872,158,2,Motor,56,Electrical Fault,216,9.13,2022-07-30,Shelly Spears,3
2023-04-30,M004,Reactive,1226,158,3,Belt,50,Electrical Fault,112,3.01,2023-07-14,Theresa Graham,5
2025-03-23,M005,Preventive,3156,289,1,Sensor,35,None,763,7.82,2025-06-15,Rebecca Wagner,1
2023-11-12,M005,Preventive,1365,135,2,Motor,49,Overload,487,6.58,2023-12-15,Mr. Stephen Griffin,5
2022-05-01,M005,Preventive,3774,222,1,Sensor,28,Electrical Fault,489,5.86,2022-06-23,Kimberly Daniels,3
2024-09-15,M003,Preventive,1020,160,4,Belt,55,None,961,8.48,2024-10-19,Michael Cooper,2
2024-03-24,M005,Preventive,1160,283,1,Motor,69,Electrical Fault,301,9.78,2024-06-21,Brittney Green,1
2023-03-26,M001,Preventive,4751,285,1,Motor,65,None,452,7.15,2023-05-31,Anthony Stephens,1
2024-04-28,M005,Preventive,2187,209,0,Bearing,31,None,992,8.16,2024-07-08,Melanie Hill,3
2022-05-29,M005,Preventive,1081,242,0,Belt,54,Electrical Fault,785,5.06,2022-07-18,Sean Williams,1
2025-04-20,M002,Preventive,3774,31,1,Motor,83,Electrical Fault,416,7.97,2025-05-27,Raymond Rodriguez,3
2022-05-22,M003,Preventive,1536,92,4,Bearing,39,Electrical Fault,986,1.13,2022-06-21,Daniel Jenkins,2
2022-11-27,M002,Preventive,4310,265,0,Bearing,60,Overload,753,3.28,2023-02-01,Heather Munoz,4
2023-03-05,M003,Preventive,2977,280,1,Gearbox,80,Electrical Fault,470,5.76,2023-05-07,Keith Sosa,2
2023-06-04,M002,Preventive,2022,115,1,Gearbox,40,Overload,547,9.7,2023-08-25,Stacy Rivera,5
2024-01-07,M005,Preventive,3038,299,2,Gearbox,61,Electrical Fault,375,6.25,2024-03-05,Justin Combs,4
2024-12-29,M002,Reactive,3108,120,2,Sensor,37,None,169,2.52,2025-03-13,Marc Howard,2
2023-05-14,M005,Preventive,1865,150,2,Gearbox,99,Electrical Fault,535,3.47,2023-06-16,Mary Thomas,2
2022-07-31,M002,Preventive,4836,116,0,Gearbox,6,Wear,482,4.76,2022-09-05,Angela Smith,1
2024-04-14,M001,Preventive,1761,154,4,Belt,33,Overload,643,6.25,2024-05-29,Erik Diaz,5
2023-05-14,M001,Preventive,3374,180,4,Sensor,24,Overload,101,6.84,2023-06-26,Frederick Hughes,1
2022-08-21,M001,Preventive,4319,85,0,Motor,25,None,866,4.67,2022-10-04,Brian Smith,4
2022-12-11,M002,Preventive,1121,145,0,Belt,55,Overload,169,6.35,2023-01-15,Patrick Peterson,4
2025-04-20,M003,Reactive,825,191,2,Bearing,8,Wear,317,9.81,2025-07-02,Nicole Jones,2
2025-02-16,M001,Preventive,3985,132,3,Motor,82,Overload,955,4.98,2025-03-30,Alexa Todd,3
2024-09-08,M003,Preventive,3001,242,4,Sensor,69,Electrical Fault,985,7.93,2024-11-03,Kenneth Leon,5
2023-05-14,M001,Preventive,1967,61,3,Bearing,42,Overload,454,6.76,2023-06-27,Leslie Smith,1
